SpNo,Latitude,Longitude
385,-30.41666700,147.91666700
385,-30.41666700,148.58333300
385,-30.41666700,148.75000000
385,-30.41666700,148.75000000
385,-30.41666700,148.91666700
385,-30.41666700,149.58333300
385,-30.41666700,149.75000000
385,-30.41666700,150.25000000
385,-30.41666700,150.41666700
385,-30.41666700,150.58333300
385,-30.41666700,150.75000000
385,-30.41666700,150.91666700
385,-30.41666700,151.25000000
385,-30.41666700,151.25000000
385,-30.41666700,151.41666700
385,-30.41666700,151.58333300
385,-30.41666700,151.75000000
385,-30.41666700,151.75000000
385,-30.41666700,151.91666700
385,-30.41666700,152.08333300
385,-30.41666667,150.58333333
385,-30.41665077,151.16239929
385,-30.41655922,149.58799744
385,-30.41496086,150.73590088
385,-30.41176987,150.73680115
385,-30.40792084,150.73829651
385,-30.39521980,149.22659302
385,-30.38867950,150.73089600
385,-30.38333300,150.61666700
385,-30.38333000,151.66667000
385,-30.38242912,147.43820190
385,-30.37306023,151.27349854
385,-30.36960983,150.78219604
385,-30.36689949,150.80340576
385,-30.36083000,139.34750000
385,-30.35843086,150.05270386
385,-30.35816002,150.05270386
385,-30.35806000,139.34560000
385,-30.35749054,150.05419922
385,-30.35000000,148.88333300
385,-30.34667000,138.77920000
385,-30.33649063,147.52330017
385,-30.33395004,150.93449402
385,-30.33333300,147.41666700
385,-30.33333300,149.78333300
385,-30.33078957,150.59210205
385,-30.29824066,150.89019775
385,-30.29597092,150.79670715
385,-30.27660942,151.21290588
385,-30.25057030,151.35040283
385,-30.25000000,116.08333300
385,-30.25000000,119.08333300
385,-30.25000000,121.75000000
385,-30.25000000,135.25000000
385,-30.25000000,139.25000000
385,-30.25000000,139.41666700
385,-30.25000000,139.41666700
385,-30.25000000,144.91666700
385,-30.25000000,145.75000000
385,-30.25000000,145.91666700
385,-30.25000000,146.58333300
385,-30.25000000,146.58333300
385,-30.25000000,146.75000000
385,-30.25000000,146.91666700
385,-30.25000000,147.08333300
385,-30.25000000,147.25000000
385,-30.25000000,147.75000000
385,-30.25000000,147.91666700
385,-30.25000000,148.58333300
385,-30.25000000,148.75000000
385,-30.25000000,149.25000000
385,-30.25000000,149.41666700
385,-30.25000000,149.75000000
385,-30.25000000,149.91666700
385,-30.25000000,150.08333300
385,-30.25000000,150.41666700
385,-30.25000000,150.58333300
385,-30.25000000,150.75000000
385,-30.25000000,150.91666700
385,-30.25000000,151.08333300
385,-30.25000000,151.25000000
385,-30.25000000,151.41666700
385,-30.25000000,151.75000000
385,-30.25000000,152.25000000
385,-30.23550034,149.85850525
385,-30.23452950,149.86160278
385,-30.23435020,150.68539429
385,-30.23333300,125.55000000
385,-30.21230576,122.48409419
385,-30.20000000,139.41666700
385,-30.19721985,146.23120117
385,-30.19383049,146.23970032
385,-30.17642021,146.33290100
385,-30.16666700,150.25000000
385,-30.13628960,146.21490479
385,-30.08333300,115.08333300
385,-30.08333300,119.25000000
385,-30.08333300,120.41666700
385,-30.08333300,121.08333300
385,-30.08333300,121.91666700
385,-30.08333300,125.58333300
385,-30.08333300,127.25000000
385,-30.08333300,128.91666700
385,-30.08333300,135.25000000
385,-30.08333300,138.08333300
385,-30.08333300,138.25000000
385,-30.08333300,139.00000000
385,-30.08333300,143.25000000
385,-30.08333300,145.08333300
385,-30.08333300,145.58333300
385,-30.08333300,145.75000000
385,-30.08333300,145.93333300
385,-30.08333300,146.25000000
385,-30.08333300,146.41666700
385,-30.08333300,146.41666700
385,-30.08333300,146.75000000
385,-30.08333300,146.91666700
385,-30.08333300,147.75000000
385,-30.08333300,147.91666700
385,-30.08333300,148.08333300
385,-30.08333300,148.08333300
385,-30.08333300,148.91666700
385,-30.08333300,149.91666700
385,-30.08333300,150.08333300
385,-30.08333300,150.08333300
385,-30.08333300,150.25000000
385,-30.08333300,150.41666700
385,-30.08333300,150.58333300
385,-30.08333300,150.91666700
385,-30.08333300,151.08333300
385,-30.08333300,151.41666700
385,-30.08333300,151.75000000
385,-30.08333300,151.91666600
385,-30.08333300,151.91666700
385,-30.08333300,153.08333300
385,-30.06753922,150.31289673
385,-30.02943039,150.59280396
385,-30.02470016,148.12379456
385,-30.00000000,139.83333300
385,-30.00000000,145.50000000
385,-29.98333300,150.78333300
385,-29.97028000,139.54250000
385,-29.96666700,150.95000000
385,-29.95000000,119.10000000
385,-29.94998932,148.11669922
385,-29.93051910,150.96490479
385,-29.92966080,150.96690369
385,-29.92613029,150.96640015
385,-29.91667000,137.91667000
385,-29.91666700,115.25000000
385,-29.91666700,115.41666700
385,-29.91666700,119.25000000
385,-29.91666700,121.91666700
385,-29.91666700,125.58333300
385,-29.91666700,130.08333300
385,-29.91666700,131.91666700
385,-29.91666700,132.08333300
385,-29.91666700,135.25000000
385,-29.91666700,135.41666700
385,-29.91666700,135.91666700
385,-29.91666700,137.58333300
385,-29.91666700,137.91666700
385,-29.91666700,138.08333300
385,-29.91666700,139.75000000
385,-29.91666700,139.91666700
385,-29.91666700,145.58333300
385,-29.91666700,146.41666700
385,-29.91666700,146.75000000
385,-29.91666700,147.41666700
385,-29.91666700,148.25000000
385,-29.91666700,148.41666700
385,-29.91666700,148.75000000
385,-29.91666700,149.41666700
385,-29.91666700,150.25000000
385,-29.91666700,150.41666700
385,-29.91666700,150.50000000
385,-29.91666700,150.58333300
385,-29.91666700,150.75000000
385,-29.91666700,150.91666700
385,-29.91666700,151.08333300
385,-29.91666700,151.25000000
385,-29.90818000,131.21320000
385,-29.90233994,146.35839844
385,-29.90000000,151.00000000
385,-29.87295000,133.59000000
385,-29.86666700,150.96666700
385,-29.86644936,153.05180359
385,-29.85610008,147.34060669
385,-29.85418000,132.69920000
385,-29.85202980,150.79800415
385,-29.84665000,132.53160000
385,-29.83690071,150.50360107
385,-29.83333300,150.50000000
385,-29.83333300,151.16666700
385,-29.82482910,149.34219360
385,-29.82478905,149.34429932
385,-29.81229973,153.05169678
385,-29.80806923,147.04069519
385,-29.79948000,132.81080000
385,-29.79589081,150.40379333
385,-29.78701973,152.39599609
385,-29.78333300,151.10000000
385,-29.78333300,151.11666700
385,-29.78211021,147.59179688
385,-29.77979000,132.89530000
385,-29.77430916,148.30239868
385,-29.76667000,151.45000000
385,-29.75367928,150.16090393
385,-29.75288963,147.44990540
385,-29.75000000,121.08333300
385,-29.75000000,122.25000000
385,-29.75000000,137.25000000
385,-29.75000000,137.91666700
385,-29.75000000,143.25000000
385,-29.75000000,143.58333300
385,-29.75000000,143.91666700
385,-29.75000000,145.58333300
385,-29.75000000,146.58333300
385,-29.75000000,146.75000000
385,-29.75000000,147.41666700
385,-29.75000000,147.58333300
385,-29.75000000,147.75000000
385,-29.75000000,147.91666700
385,-29.75000000,148.08333300
385,-29.75000000,148.25000000
385,-29.75000000,148.41666700
385,-29.75000000,149.08333300
385,-29.75000000,149.25000000
385,-29.75000000,149.41666700
385,-29.75000000,150.08333300
385,-29.75000000,150.25000000
385,-29.75000000,150.41666700
385,-29.75000000,150.50000000
385,-29.75000000,150.75000000
385,-29.75000000,150.91666700
385,-29.75000000,151.08333300
385,-29.75000000,151.25000000
385,-29.75000000,151.41666700
385,-29.75000000,151.75000000
385,-29.75000000,152.08333300
385,-29.73333000,125.76667000
385,-29.73271942,141.87379456
385,-29.72640991,148.39889526
385,-29.72199059,148.38960266
385,-29.72106934,148.39160156
385,-29.71666700,152.95000000
385,-29.71161079,152.62680054
385,-29.71073914,152.63609314
385,-29.70936966,144.14720154
385,-29.69697952,148.36540222
385,-29.68325043,147.03579712
385,-29.65000000,125.16666000
385,-29.63333300,148.68333300
385,-29.63254929,147.50219727
385,-29.62964058,146.41940308
385,-29.61397934,147.42709351
385,-29.61311913,147.41310120
385,-29.61223030,147.41110229
385,-29.60858917,147.42030334
385,-29.60570908,146.53010559
385,-29.60481071,146.53109741
385,-29.58333300,115.25000000
385,-29.58333300,116.25000000
385,-29.58333300,120.91666700
385,-29.58333300,121.08333300
385,-29.58333300,125.91666700
385,-29.58333300,129.08333300
385,-29.58333300,146.58333300
385,-29.58333300,146.75000000
385,-29.58333300,148.91666700
385,-29.58333300,150.25000000
385,-29.58333300,150.33333300
385,-29.58333300,150.58333300
385,-29.58333300,150.58333300
385,-29.58333300,150.91666700
385,-29.58333300,151.08333300
385,-29.58333300,151.41666700
385,-29.58333300,151.91666700
385,-29.58333300,152.08333300
385,-29.55167007,150.64689636
385,-29.54846001,146.42820740
385,-29.54022026,146.40339661
385,-29.53840065,146.39830017
385,-29.53333300,150.21666700
385,-29.51115990,150.92019653
385,-29.50379944,150.92390442
385,-29.50222015,116.93579865
385,-29.50000000,116.50000000
385,-29.50000000,117.50000000
385,-29.50000000,118.50000000
385,-29.50000000,119.50000000
385,-29.50000000,120.50000000
385,-29.50000000,121.50000000
385,-29.50000000,121.50000000
385,-29.50000000,122.50000000
385,-29.50000000,122.50000000
385,-29.50000000,125.50000000
385,-29.50000000,126.50000000
385,-29.50000000,126.50000000
385,-29.50000000,127.50000000
385,-29.50000000,127.50000000
385,-29.50000000,128.00000000
385,-29.50000000,128.50000000
385,-29.50000000,129.50000000
385,-29.50000000,130.50000000
385,-29.50000000,130.50000000
385,-29.50000000,131.50000000
385,-29.50000000,131.50000000
385,-29.50000000,132.50000000
385,-29.50000000,132.50000000
385,-29.50000000,133.50000000
385,-29.50000000,134.50000000
385,-29.50000000,134.50000000
385,-29.50000000,137.50000000
385,-29.50000000,141.50000000
385,-29.50000000,144.50000000
385,-29.50000000,145.50000000
385,-29.50000000,148.00000000
385,-29.50000000,148.28333300
385,-29.50000000,148.50000000
385,-29.50000000,149.50000000
385,-29.50000000,149.83333300
385,-29.50000000,150.50000000
385,-29.50000000,151.50000000
385,-29.50000000,152.50000000
385,-29.49918938,150.58090210
385,-29.48332977,147.69999695
385,-29.48189000,130.16970000
385,-29.48125000,130.16940000
385,-29.46703911,149.12860107
385,-29.46666700,149.85000000
385,-29.45728000,130.17270000
385,-29.45250000,129.54010000
385,-29.44800949,150.91720581
385,-29.44374084,147.90220642
385,-29.43465042,146.66900635
385,-29.43450928,146.61650085
385,-29.43333300,147.96666700
385,-29.43111000,130.77390000
385,-29.43075943,146.57009888
385,-29.42939949,151.28230286
385,-29.42550000,132.93480000
385,-29.41991000,132.76540000
385,-29.41769981,146.11349487
385,-29.41666700,121.25000000
385,-29.41666700,141.41666700
385,-29.41666700,146.41666700
385,-29.41666700,146.58333300
385,-29.41666700,146.75000000
385,-29.41666700,147.75000000
385,-29.41666700,147.91666700
385,-29.41666700,148.08333300
385,-29.41666700,148.41666700
385,-29.41666700,148.75000000
385,-29.41666700,148.91666700
385,-29.41666700,149.25000000
385,-29.41666700,149.41666700
385,-29.41666700,150.25000000
385,-29.41666700,150.41666700
385,-29.41666700,150.58333300
385,-29.41666700,150.91666700
385,-29.41666700,151.25000000
385,-29.41666700,151.58333300
385,-29.41666700,151.75000000
385,-29.41666700,152.08333300
385,-29.41666700,152.75000000
385,-29.41666700,153.00000000
385,-29.41473000,130.74800000
385,-29.41466000,132.78090000
385,-29.41398048,146.15159607
385,-29.40599060,146.15170288
385,-29.40306091,146.66810608
385,-29.40224000,132.84000000
385,-29.40222000,130.61780000
385,-29.40208000,130.18530000
385,-29.37240028,147.58630371
385,-29.37159920,146.25050354
385,-29.36667061,146.14999390
385,-29.36666700,120.70000000
385,-29.36646080,146.14739990
385,-29.36237907,146.25109863
385,-29.36176000,132.71780000
385,-29.35222054,146.25140381
385,-29.35051918,146.12710571
385,-29.34826088,151.54550171
385,-29.34705925,146.22030640
385,-29.34666000,130.28530000
385,-29.34508000,130.27970000
385,-29.34199905,146.25180054
385,-29.33688000,130.25930000
385,-29.30534935,146.29589844
385,-29.30270958,150.65379333
385,-29.29595947,146.30740356
385,-29.29594994,146.34350586
385,-29.29593086,146.32170105
385,-29.29590034,146.33320618
385,-29.29585075,146.28109741
385,-29.29224014,146.29170227
385,-29.28640938,146.30499268
385,-29.28548050,146.28289795
385,-29.28474045,149.32640076
385,-29.27710915,146.30499268
385,-29.25000000,118.25000000
385,-29.25000000,120.25000000
385,-29.25000000,121.25000000
385,-29.25000000,121.41666700
385,-29.25000000,121.58333300
385,-29.25000000,122.08333300
385,-29.25000000,122.25000000
385,-29.25000000,122.41666700
385,-29.25000000,126.25000000
385,-29.25000000,144.25000000
385,-29.25000000,144.75000000
385,-29.25000000,146.25000000
385,-29.25000000,146.58333300
385,-29.25000000,147.75000000
385,-29.25000000,147.91666700
385,-29.25000000,148.08333300
385,-29.25000000,148.25000000
385,-29.25000000,148.41666700
385,-29.25000000,148.58333300
385,-29.25000000,148.75000000
385,-29.25000000,149.25000000
385,-29.25000000,149.58333300
385,-29.25000000,149.91666700
385,-29.25000000,150.08333300
385,-29.25000000,150.25000000
385,-29.25000000,150.25000000
385,-29.25000000,150.91666700
385,-29.25000000,150.91670227
385,-29.25000000,151.08329773
385,-29.25000000,151.08333300
385,-29.25000000,151.41666700
385,-29.25000000,152.08333300
385,-29.25000000,152.58333300
385,-29.24999046,149.25000000
385,-29.22557068,153.16459656
385,-29.22201920,153.10290527
385,-29.19606000,130.22210000
385,-29.19194031,146.30659485
385,-29.17922020,151.00500488
385,-29.16666700,125.88333300
385,-29.16666700,127.16666700
385,-29.16027069,147.77119446
385,-29.15797997,152.96299744
385,-29.15702057,153.12030029
385,-29.15480995,152.97360229
385,-29.15343094,153.09770203
385,-29.15196991,150.82310486
385,-29.13718033,147.10380554
385,-29.13170052,147.16650391
385,-29.13115000,130.23500000
385,-29.13021088,146.96110535
385,-29.12990952,147.15420532
385,-29.12453079,147.12750244
385,-29.12430954,146.93969727
385,-29.11874008,141.06190491
385,-29.10929000,131.98570000
385,-29.10640907,151.76759338
385,-29.10338020,151.74549866
385,-29.10333061,151.69020081
385,-29.09700966,151.68429565
385,-29.09454918,151.73399353
385,-29.09424973,142.60299683
385,-29.09255028,147.08050537
385,-29.09028053,147.04829407
385,-29.08938026,147.04829407
385,-29.08927917,147.02049255
385,-29.08838081,148.60310364
385,-29.08810043,141.07009888
385,-29.08749008,147.15409851
385,-29.08627000,130.26890000
385,-29.08469009,147.06950378
385,-29.08333300,118.25000000
385,-29.08333300,120.41666700
385,-29.08333300,121.41666700
385,-29.08333300,121.58333300
385,-29.08333300,121.75000000
385,-29.08333300,134.58333300
385,-29.08333300,135.08333300
385,-29.08333300,141.91666700
385,-29.08333300,143.91666700
385,-29.08333300,144.91666700
385,-29.08333300,145.58333300
385,-29.08333300,146.25000000
385,-29.08333300,146.41666700
385,-29.08333300,146.58333300
385,-29.08333300,146.75000000
385,-29.08333300,146.91666700
385,-29.08333300,147.41666700
385,-29.08333300,147.58333300
385,-29.08333300,147.75000000
385,-29.08333300,147.91666700
385,-29.08333300,148.25000000
385,-29.08333300,148.41666700
385,-29.08333300,148.58333300
385,-29.08333300,148.75000000
385,-29.08333300,149.41666700
385,-29.08333300,149.41666700
385,-29.08333300,149.58333300
385,-29.08333300,150.75000000
385,-29.08333300,150.91666700
385,-29.08333300,151.25000000
385,-29.08333300,151.58333300
385,-29.08333300,152.08333300
385,-29.08333015,152.08329773
385,-29.08097076,147.02990723
385,-29.07308006,147.12429810
385,-29.07031059,147.06170654
385,-29.06945992,141.86300659
385,-29.06929970,147.05839539
385,-29.06410000,132.00720000
385,-29.06010056,152.98109436
385,-29.05327034,152.95379639
385,-29.05237007,152.95480347
385,-29.05146980,152.94760132
385,-29.05068970,152.99240112
385,-29.05039978,149.15679932
385,-29.04725075,147.03050232
385,-29.04610062,151.09590149
385,-29.04035950,147.27529907
385,-29.03333300,117.25000000
385,-29.03108025,149.85339355
385,-29.02955055,147.26699829
385,-29.02807999,151.23750305
385,-29.02577972,149.84809875
385,-29.02140045,147.28030396
385,-29.00694084,151.96170044
385,-29.00000000,133.25000000
385,-29.00000000,142.00000000
385,-29.00000000,149.83333300
385,-29.00000000,150.00000000
385,-28.98490000,132.01190000
385,-28.98332977,150.50000000
385,-28.98101997,150.48550415
385,-28.97912979,151.95469666
385,-28.97418976,151.56320190
385,-28.96285000,130.39890000
385,-28.91966000,130.43600000
385,-28.91666700,117.75000000
385,-28.91666700,121.08333300
385,-28.91666700,121.25000000
385,-28.91666700,121.41666700
385,-28.91666700,121.41666700
385,-28.91666700,121.58333300
385,-28.91666700,121.75000000
385,-28.91666700,121.91666700
385,-28.91666700,122.08333300
385,-28.91666700,133.75000000
385,-28.91666700,133.91666700
385,-28.91666700,134.25000000
385,-28.91666700,141.91666700
385,-28.91666700,144.41666700
385,-28.91666700,150.58333300
385,-28.91666700,151.08333300
385,-28.91666700,151.25000000
385,-28.91666700,151.41666700
385,-28.91666700,151.50000000
385,-28.91666700,151.75000000
385,-28.91666700,151.91666700
385,-28.91666700,151.91666700
385,-28.91666700,152.08333300
385,-28.88333300,121.33333300
385,-28.88027954,147.23030090
385,-28.86666700,148.71666700
385,-28.85023000,130.48300000
385,-28.83333300,151.66666700
385,-28.82074000,130.49690000
385,-28.81855965,149.29080200
385,-28.81582069,149.38420105
385,-28.79916954,149.24670410
385,-28.75000000,116.91666700
385,-28.75000000,121.08333300
385,-28.75000000,121.08333300
385,-28.75000000,121.25000000
385,-28.75000000,121.58333300
385,-28.75000000,121.75000000
385,-28.75000000,134.58333300
385,-28.75000000,136.41666700
385,-28.75000000,141.75000000
385,-28.75000000,141.91666700
385,-28.75000000,144.25000000
385,-28.75000000,146.08333300
385,-28.75000000,148.91666700
385,-28.75000000,151.41666700
385,-28.75000000,151.58333300
385,-28.75000000,151.91666700
385,-28.75000000,151.91666700
385,-28.66666700,116.83333300
385,-28.62739944,150.16679382
385,-28.58333300,118.75000000
385,-28.58333300,120.91666700
385,-28.58333300,121.08333300
385,-28.58333300,121.58333300
385,-28.58333300,122.25000000
385,-28.58333300,122.41666700
385,-28.58333300,130.41666700
385,-28.58333300,130.58333300
385,-28.58333300,132.25000000
385,-28.58333300,142.41666700
385,-28.58333300,144.91666700
385,-28.58333300,148.25000000
385,-28.58333300,148.58333300
385,-28.58333300,148.91666700
385,-28.58333300,151.58333300
385,-28.58333300,151.75000000
385,-28.58333300,151.75000000
385,-28.58333300,151.91666700
385,-28.58333300,152.08333300
385,-28.57101000,130.75850000
385,-28.56350000,131.00000000
385,-28.56316000,130.79310000
385,-28.54190000,131.76440000
385,-28.53689000,131.60690000
385,-28.51000023,146.10060120
385,-28.50000000,114.50000000
385,-28.50000000,115.50000000
385,-28.50000000,116.50000000
385,-28.50000000,116.50000000
385,-28.50000000,117.50000000
385,-28.50000000,117.50000000
385,-28.50000000,118.50000000
385,-28.50000000,118.50000000
385,-28.50000000,119.50000000
385,-28.50000000,120.50000000
385,-28.50000000,120.50000000
385,-28.50000000,120.58333300
385,-28.50000000,121.50000000
385,-28.50000000,121.50000000
385,-28.50000000,122.50000000
385,-28.50000000,122.50000000
385,-28.50000000,123.50000000
385,-28.50000000,123.50000000
385,-28.50000000,124.50000000
385,-28.50000000,125.50000000
385,-28.50000000,126.00000000
385,-28.50000000,126.50000000
385,-28.50000000,127.50000000
385,-28.50000000,128.50000000
385,-28.50000000,129.50000000
385,-28.50000000,129.50000000
385,-28.50000000,130.50000000
385,-28.50000000,130.50000000
385,-28.50000000,131.50000000
385,-28.50000000,131.50000000
385,-28.50000000,132.50000000
385,-28.50000000,132.50000000
385,-28.50000000,135.50000000
385,-28.50000000,141.50000000
385,-28.50000000,142.50000000
385,-28.50000000,143.50000000
385,-28.50000000,144.50000000
385,-28.50000000,145.50000000
385,-28.50000000,145.75000000
385,-28.50000000,146.50000000
385,-28.50000000,147.50000000
385,-28.50000000,148.50000000
385,-28.50000000,149.50000000
385,-28.50000000,149.50000000
385,-28.50000000,151.50000000
385,-28.50000000,152.50000000
385,-28.45000000,116.88333300
385,-28.41666700,119.08333300
385,-28.41666700,121.75000000
385,-28.41666700,122.41666700
385,-28.41666700,131.58333300
385,-28.41666700,149.08333300
385,-28.41666700,149.41666700
385,-28.41666700,149.41666700
385,-28.41666700,149.91666700
385,-28.41666700,150.08333300
385,-28.41666700,151.08333300
385,-28.41666700,151.41666700
385,-28.41666700,152.08333300
385,-28.38333300,116.58333300
385,-28.36554909,146.25280762
385,-28.36499977,151.49830627
385,-28.33333300,126.33333300
385,-28.33333300,149.50000000
385,-28.31798669,121.17708914
385,-28.31701939,121.18440725
385,-28.31536358,121.17866353
385,-28.30000000,147.51666700
385,-28.25000000,117.75000000
385,-28.25000000,120.58333300
385,-28.25000000,120.75000000
385,-28.25000000,120.75000000
385,-28.25000000,122.41666700
385,-28.25000000,123.50000000
385,-28.25000000,123.75000000
385,-28.25000000,125.75000000
385,-28.25000000,135.25000000
385,-28.25000000,145.75000000
385,-28.25000000,147.75000000
385,-28.25000000,147.91666700
385,-28.25000000,151.08333300
385,-28.25000000,151.25000000
385,-28.25000000,151.75000000
385,-28.23330000,118.33330000
385,-28.18333300,123.78333300
385,-28.16666700,124.53333300
385,-28.16666700,151.50000000
385,-28.15054000,135.22740000
385,-28.15000000,145.71666700
385,-28.13333300,145.16666700
385,-28.11666700,124.16666700
385,-28.08333300,117.58333300
385,-28.08333300,117.75000000
385,-28.08333300,117.91666700
385,-28.08333300,118.91666700
385,-28.08333300,119.08333300
385,-28.08333300,120.58333300
385,-28.08333300,121.25000000
385,-28.08333300,123.58333300
385,-28.08333300,123.91666700
385,-28.08333300,123.91666700
385,-28.08333300,124.41666700
385,-28.08333300,143.75000000
385,-28.08333300,144.08333300
385,-28.08333300,144.25000000
385,-28.08333300,144.41666700
385,-28.08333300,144.75000000
385,-28.08333300,144.75000000
385,-28.08333300,144.91666700
385,-28.08333300,145.08333300
385,-28.08333300,145.25000000
385,-28.08333300,145.41666700
385,-28.08333300,145.41666700
385,-28.08333300,147.58333300
385,-28.08333300,148.41666700
385,-28.08333300,148.58333300
385,-28.08333300,148.75000000
385,-28.08333000,144.18333000
385,-28.07278061,145.39529419
385,-28.05000000,117.83333300
385,-28.01333046,146.02000427
385,-28.00222015,146.35169983
385,-28.00000000,143.00000000
385,-28.00000000,144.80000000
385,-28.00000000,148.33333300
385,-28.00000000,151.00000000
385,-27.98971939,145.60969543
385,-27.98777962,145.60890198
385,-27.97429000,136.36440000
385,-27.96888924,148.93670654
385,-27.91666700,114.58333300
385,-27.91666700,114.75000000
385,-27.91666700,117.75000000
385,-27.91666700,119.25000000
385,-27.91666700,120.08333300
385,-27.91666700,121.08333300
385,-27.91666700,122.25000000
385,-27.91666700,122.91666700
385,-27.91666700,123.41666700
385,-27.91666700,126.08333300
385,-27.91666700,142.41666700
385,-27.91666700,144.58333300
385,-27.91666700,144.75000000
385,-27.91666700,144.75000000
385,-27.91666700,145.58333300
385,-27.91666700,146.25000000
385,-27.91666700,146.75000000
385,-27.91666700,146.91666700
385,-27.91666700,147.75000000
385,-27.91666700,147.91666700
385,-27.91666700,148.08333300
385,-27.91666700,148.58333300
385,-27.91666700,148.75000000
385,-27.91666700,148.91666700
385,-27.91666700,149.91666700
385,-27.91666700,151.91666700
385,-27.89646000,136.61740000
385,-27.86444000,138.28860000
385,-27.83333300,147.16666700
385,-27.78270000,114.30000000
385,-27.75000000,114.08333300
385,-27.75000000,114.58333300
385,-27.75000000,114.75000000
385,-27.75000000,117.08333300
385,-27.75000000,119.75000000
385,-27.75000000,119.91666700
385,-27.75000000,120.58333300
385,-27.75000000,121.58333300
385,-27.75000000,124.08333300
385,-27.75000000,134.08333300
385,-27.75000000,140.58333300
385,-27.75000000,141.41666700
385,-27.75000000,142.58333300
385,-27.75000000,143.25000000
385,-27.75000000,146.91666700
385,-27.75000000,147.41666700
385,-27.75000000,147.91666700
385,-27.75000000,148.08333300
385,-27.73694038,147.70359802
385,-27.71666908,147.66670227
385,-27.66666700,153.41666700
385,-27.63333300,144.05000000
385,-27.61666700,152.78333300
385,-27.58333300,117.25000000
385,-27.58333300,119.25000000
385,-27.58333300,120.91666700
385,-27.58333300,121.08333300
385,-27.58333300,121.25000000
385,-27.58333300,121.75000000
385,-27.58333300,122.25000000
385,-27.58333300,135.41666700
385,-27.58333300,135.58333300
385,-27.58333300,146.91666700
385,-27.58333300,147.41666700
385,-27.58333300,147.75000000
385,-27.58333300,147.91666700
385,-27.58333300,150.75000000
385,-27.55000000,117.71670000
385,-27.55000000,135.45000000
385,-27.51403000,134.96500000
385,-27.50000000,114.50000000
385,-27.50000000,114.50000000
385,-27.50000000,115.50000000
385,-27.50000000,117.50000000
385,-27.50000000,117.50000000
385,-27.50000000,118.50000000
385,-27.50000000,119.50000000
385,-27.50000000,120.50000000
385,-27.50000000,120.50000000
385,-27.50000000,121.50000000
385,-27.50000000,121.50000000
385,-27.50000000,122.50000000
385,-27.50000000,122.50000000
385,-27.50000000,123.50000000
385,-27.50000000,124.50000000
385,-27.50000000,124.50000000
385,-27.50000000,125.50000000
385,-27.50000000,126.50000000
385,-27.50000000,127.50000000
385,-27.50000000,130.50000000
385,-27.50000000,132.50000000
385,-27.50000000,133.50000000
385,-27.50000000,134.50000000
385,-27.50000000,135.50000000
385,-27.50000000,141.50000000
385,-27.50000000,142.50000000
385,-27.50000000,143.50000000
385,-27.50000000,144.50000000
385,-27.50000000,145.50000000
385,-27.50000000,147.50000000
385,-27.50000000,148.50000000
385,-27.50000000,148.50000000
385,-27.50000000,149.50000000
385,-27.50000000,151.50000000
385,-27.50000000,153.50000000
385,-27.49361038,152.87829590
385,-27.46666700,152.08333300
385,-27.46666700,153.03333300
385,-27.46660000,117.53330000
385,-27.46660000,117.86670000
385,-27.45000000,152.98333300
385,-27.41667000,120.66666000
385,-27.41666700,114.75000000
385,-27.41666700,115.58333300
385,-27.41666700,115.91666700
385,-27.41666700,117.40000000
385,-27.41666700,117.91666700
385,-27.41666700,120.58333300
385,-27.41666700,120.66666700
385,-27.41666700,120.91666700
385,-27.41666700,121.08333300
385,-27.41666700,130.41666700
385,-27.41666700,130.58333300
385,-27.41666700,130.75000000
385,-27.41666700,130.91666700
385,-27.41666700,134.08333300
385,-27.41666700,140.25000000
385,-27.41666700,146.91666700
385,-27.41666700,147.08333300
385,-27.41666700,147.25000000
385,-27.41666700,147.41666700
385,-27.41666700,149.41666700
385,-27.41666700,151.08333300
385,-27.41666700,152.08333300
385,-27.35000000,115.96666700
385,-27.33333300,132.33333300
385,-27.31666700,151.36666700
385,-27.31366920,117.97219849
385,-27.26666700,134.10000000
385,-27.25000000,115.91666700
385,-27.25000000,117.91666700
385,-27.25000000,119.91666700
385,-27.25000000,120.08333300
385,-27.25000000,122.41666700
385,-27.25000000,131.08333300
385,-27.25000000,133.25000000
385,-27.25000000,133.58333300
385,-27.25000000,144.41666700
385,-27.25000000,145.08333300
385,-27.25000000,145.41666700
385,-27.25000000,145.58333300
385,-27.25000000,145.75000000
385,-27.25000000,145.91666700
385,-27.25000000,146.91666700
385,-27.25000000,147.08333300
385,-27.25000000,147.25000000
385,-27.25000000,149.25000000
385,-27.25000000,149.41666700
385,-27.25000000,149.58333300
385,-27.25000000,152.36666700
385,-27.23333300,126.45000000
385,-27.20000000,139.70000000
385,-27.18333300,134.18333300
385,-27.18333300,144.40000000
385,-27.16666700,125.16666700
385,-27.16666700,132.50000000
385,-27.16666700,149.16666700
385,-27.13333300,134.58333300
385,-27.11666700,125.83333300
385,-27.11666700,126.35000000
385,-27.08333300,114.58333300
385,-27.08333300,116.08333300
385,-27.08333300,118.08333300
385,-27.08333300,119.91666700
385,-27.08333300,120.41666700
385,-27.08333300,120.58333300
385,-27.08333300,122.25000000
385,-27.08333300,122.41666700
385,-27.08333300,125.16666700
385,-27.08333300,129.91666700
385,-27.08333300,132.41666700
385,-27.08333300,132.50000000
385,-27.08333300,132.58333300
385,-27.08333300,134.25000000
385,-27.08333300,144.41666700
385,-27.08333300,146.75000000
385,-27.08333300,146.91666700
